1513866118.390773 server started (5930): version 2.6, socket /private/tmp/tmux-501/default, protocol 8
1513866118.390834 on Darwin 17.3.0 Darwin Kernel Version 17.3.0: Thu Nov  9 18:09:22 PST 2017; root:xnu-4570.31.3~1/RELEASE_X86_64; libevent 2.1.8-stable (select)
1513866118.392480 add peer 0x7ffe09011a00: 9 (0x7ffe09011000)
1513866118.392514 new client 0x7ffe09011000
1513866118.392628 loading /usr/local/etc/tmux.conf
1513866118.392715 loading /Users/shriyeshpujari/.tmux.conf
1513866118.392756 server loop enter
1513866122.335275 screen_write_start: size 19x1, no pane
1513866122.335290 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.335302 screen_write_stop: 19 cells (19 written, 0 skipped)
1513866122.335313 screen_write_start: size 238x1, no pane
1513866122.335331 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.335342 screen_write_stop: 63 cells (58 written, 5 skipped)
1513866122.335363 /dev/ttys000: \033[?25l
1513866122.335378 /dev/ttys000: \033[51d
1513866122.335397 /dev/ttys000: \033[30m
1513866122.335410 /dev/ttys000: \033[42m
1513866122.335423 /dev/ttys000: [0] 0:~/repos/library*                                                                                                                                                                                 "shriyeshs-MacBook-Pro" 19:52 21-Dec-17
1513866122.335435 /dev/ttys000: \033(B\033[m
1513866122.335447 /dev/ttys000: \033[2;1H
1513866122.335458 /dev/ttys000: \033[?12l\033[?25h
1513866122.335493 /dev/ttys000: wrote 283 bytes (of 283)
1513866122.335506 cmdq_next <global>: empty
1513866122.335518 cmdq_next <0x7ffe09011000>: empty
1513866122.337243 %0 has 74 bytes
1513866122.337272 @0 alerts timer reset 0
1513866122.337287 screen_write_start: size 238x50, pane %0
1513866122.337300 input_parse: %0 ground, 74 bytes: \033]7;file://shriyeshs-MacBook-Pro.local/Users/shriyeshpujari/repos/library\a
1513866122.337312 input_enter_osc
1513866122.337329 input_exit_osc: "7;file://shriyeshs-MacBook-Pro.local/Users/shriyeshpujari/repos/library"
1513866122.337340 input_exit_osc: unknown '7'
1513866122.337353 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.337364 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.337377 cmdq_next <global>: empty
1513866122.337388 cmdq_next <0x7ffe09011000>: empty
1513866122.372856 %0 has 109 bytes
1513866122.372894 @0 alerts timer reset 0
1513866122.372906 screen_write_start: size 238x50, pane %0
1513866122.372919 input_parse: %0 ground, 109 bytes: \r\033[0m\033[23m\033[24m\033[J\033[01;32m\342\236\234  \033[36mlibrary\033[00m \033[01;34mgit:(\033[31mlocal_work_library\033[34m) \033[33m\342\234\227\033[00m \033[K
1513866122.372929 input_c0_dispatch: '\r'
1513866122.372940 input_csi_dispatch: 'm' "" "0"
1513866122.372952 input_csi_dispatch: 'm' "" "23"
1513866122.372961 input_csi_dispatch: 'm' "" "24"
1513866122.372970 input_csi_dispatch: 'J' "" ""
1513866122.372986 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.373000 /dev/ttys000: \033[1;50r
1513866122.373010 tty_clear_area: 238,48 at 0,2
1513866122.373020 /dev/ttys000: \033[3;50r
1513866122.373029 /dev/ttys000: \033[48S
1513866122.373037 tty_clear_line: 238 at 0,1
1513866122.373047 /dev/ttys000: \033[2;1H
1513866122.373055 /dev/ttys000: \033[K
1513866122.373065 input_csi_dispatch: 'm' "" "01;32"
1513866122.373074 input_utf8_open 3
1513866122.373083 input_utf8_add
1513866122.373094 input_utf8_close 3 '\342\236\234' (width 1)
1513866122.373103 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.373115 /dev/ttys000: \033[32m
1513866122.373124 /dev/ttys000: \033[1m
1513866122.373132 /dev/ttys000: \342\236\234
1513866122.373142 screen_write_collect_end: 2    (at 1,1)
1513866122.373155 input_csi_dispatch: 'm' "" "36"
1513866122.373166 screen_write_collect_end: 7 library (at 3,1)
1513866122.373183 input_csi_dispatch: 'm' "" "00"
1513866122.373192 screen_write_collect_end: 1   (at 10,1)
1513866122.373201 input_csi_dispatch: 'm' "" "01;34"
1513866122.373211 screen_write_collect_end: 5 git:( (at 11,1)
1513866122.373220 input_csi_dispatch: 'm' "" "31"
1513866122.373229 screen_write_collect_end: 18 local_work_library (at 16,1)
1513866122.373238 input_csi_dispatch: 'm' "" "34"
1513866122.373247 screen_write_collect_end: 2 )  (at 34,1)
1513866122.373256 input_csi_dispatch: 'm' "" "33"
1513866122.373265 input_utf8_open 3
1513866122.373273 input_utf8_add
1513866122.373282 input_utf8_close 3 '\342\234\227' (width 1)
1513866122.373291 /dev/ttys000:   
1513866122.373301 /dev/ttys000: \033[36m
1513866122.373310 /dev/ttys000: library
1513866122.373318 /dev/ttys000: \033(B\033[m
1513866122.373327 /dev/ttys000:  
1513866122.373336 /dev/ttys000: \033[34m
1513866122.373345 /dev/ttys000: \033[1m
1513866122.373353 /dev/ttys000: git:(
1513866122.373363 /dev/ttys000: \033[31m
1513866122.373371 /dev/ttys000: local_work_library
1513866122.373380 /dev/ttys000: \033[34m
1513866122.373389 /dev/ttys000: ) 
1513866122.373398 screen_write_collect_flush: flushed 6 items (35 bytes)
1513866122.373408 /dev/ttys000: \033[33m
1513866122.373417 /dev/ttys000: \342\234\227
1513866122.373426 input_csi_dispatch: 'm' "" "00"
1513866122.373435 screen_write_collect_end: 1   (at 37,1)
1513866122.373444 input_csi_dispatch: 'K' "" ""
1513866122.373453 /dev/ttys000: \033(B\033[m
1513866122.373462 /dev/ttys000:  
1513866122.373470 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866122.373479 tty_clear_line: 200 at 38,1
1513866122.373488 /dev/ttys000: \033[K
1513866122.373497 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.373505 screen_write_stop: 38 cells (38 written, 0 skipped)
1513866122.373515 cmdq_next <global>: empty
1513866122.373525 cmdq_next <0x7ffe09011000>: empty
1513866122.373534 /dev/ttys000: \033[1;51r
1513866122.373545 /dev/ttys000: \033[2;39H
1513866122.373601 /dev/ttys000: wrote 137 bytes (of 137)
1513866122.373689 %0 has 15 bytes
1513866122.373717 @0 alerts timer reset 0
1513866122.373737 screen_write_start: size 238x50, pane %0
1513866122.373783 input_parse: %0 ground, 15 bytes: \033[?1h\033=\033[?2004h
1513866122.373810 input_csi_dispatch: 'h' "?" "1"
1513866122.373831 input_esc_dispatch: '=', 
1513866122.373849 input_csi_dispatch: 'h' "?" "2004"
1513866122.373898 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.373928 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.373978 cmdq_next <global>: empty
1513866122.373994 cmdq_next <0x7ffe09011000>: empty
1513866122.374017 /dev/ttys000: \033[?2004h
1513866122.374051 /dev/ttys000: wrote 8 bytes (of 8)
1513866122.374068 cmdq_next <global>: empty
1513866122.374083 cmdq_next <0x7ffe09011000>: empty
1513866122.563537 /dev/ttys000: read 1 bytes (already 0)
1513866122.563587 /dev/ttys000: keys are 1 (\r)
1513866122.563604 /dev/ttys000: next key is 1 (\r) (expired=0)
1513866122.563620 /dev/ttys000: complete key \r 0xd
1513866122.563637 session 0 activity 1513866122.563634 (last 1513866122.332176)
1513866122.563653 cmd_find_from_session: s=$0
1513866122.563668 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866122.563682 cmd_find_from_session: wp=%0
1513866122.563695 cmd_find_from_session: idx=none
1513866122.563709 session 0 not pasting
1513866122.563724 key table root (pane %0)
1513866122.563738 not found in key table root
1513866122.563754 writing key 0xd (Enter) to %0
1513866122.563773 cmdq_next <global>: empty
1513866122.563788 cmdq_next <0x7ffe09011000>: empty
1513866122.563835 cmdq_next <global>: empty
1513866122.563853 cmdq_next <0x7ffe09011000>: empty
1513866122.564047 %0 has 7 bytes
1513866122.564082 @0 alerts timer reset 0
1513866122.564101 screen_write_start: size 238x50, pane %0
1513866122.564117 input_parse: %0 ground, 7 bytes: \033[?1l\033>
1513866122.564135 input_csi_dispatch: 'l' "?" "1"
1513866122.564152 input_esc_dispatch: '>', 
1513866122.564174 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.564189 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.564205 cmdq_next <global>: empty
1513866122.564220 cmdq_next <0x7ffe09011000>: empty
1513866122.564263 %0 has 11 bytes
1513866122.564281 @0 alerts timer reset 0
1513866122.564297 screen_write_start: size 238x50, pane %0
1513866122.564312 input_parse: %0 ground, 11 bytes: \033[?2004l\r\r\n
1513866122.564329 input_csi_dispatch: 'l' "?" "2004"
1513866122.564347 input_c0_dispatch: '\r'
1513866122.564361 input_c0_dispatch: '\r'
1513866122.564384 input_c0_dispatch: '\n'
1513866122.564405 screen_write_linefeed: at 0,1 (region 0-49)
1513866122.564429 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.564445 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.564460 cmdq_next <global>: empty
1513866122.564475 cmdq_next <0x7ffe09011000>: empty
1513866122.564491 /dev/ttys000: \r
1513866122.564505 /dev/ttys000: \n
1513866122.564521 /dev/ttys000: \033[?2004l
1513866122.564567 /dev/ttys000: wrote 10 bytes (of 10)
1513866122.564585 cmdq_next <global>: empty
1513866122.564629 cmdq_next <0x7ffe09011000>: empty
1513866122.564828 %0 has 262 bytes
1513866122.564862 @0 alerts timer reset 0
1513866122.564881 screen_write_start: size 238x50, pane %0
1513866122.564910 input_parse: %0 ground, 262 bytes: \033[1m\033[3m%\033[23m\033[1m\033[0m                                                                                                                                                                                                                                             \r \r
1513866122.564930 input_csi_dispatch: 'm' "" "1"
1513866122.564948 input_csi_dispatch: 'm' "" "3"
1513866122.564964 screen_write_collect_end: 1 % (at 0,2)
1513866122.564981 input_csi_dispatch: 'm' "" "23"
1513866122.564996 input_csi_dispatch: 'm' "" "1"
1513866122.565011 input_csi_dispatch: 'm' "" "0"
1513866122.565037 screen_write_collect_end: 237                                                                                                                                                                                                                                               (at 1,2)
1513866122.565055 input_c0_dispatch: '\r'
1513866122.565070 screen_write_collect_end: 1   (at 0,2)
1513866122.565084 input_c0_dispatch: '\r'
1513866122.565100 /dev/ttys000: \033[1m
1513866122.565115 /dev/ttys000: \033[7m
1513866122.565129 /dev/ttys000: %
1513866122.565144 /dev/ttys000: \033(B\033[m
1513866122.565161 /dev/ttys000:                                                                                                                                                                                                                                              
1513866122.565179 /dev/ttys000: \033[3;1H
1513866122.565193 /dev/ttys000:  
1513866122.565208 screen_write_collect_flush: flushed 3 items (239 bytes)
1513866122.565222 screen_write_stop: 239 cells (239 written, 0 skipped)
1513866122.565238 cmdq_next <global>: empty
1513866122.565253 cmdq_next <0x7ffe09011000>: empty
1513866122.565268 /dev/ttys000: \r
1513866122.565313 /dev/ttys000: wrote 260 bytes (of 260)
1513866122.565339 %0 has 19 bytes
1513866122.565355 @0 alerts timer reset 0
1513866122.565371 screen_write_start: size 238x50, pane %0
1513866122.565386 input_parse: %0 ground, 19 bytes: \033k~/repos/library\033\\
1513866122.565400 input_enter_rename
1513866122.565417 input_exit_rename: "~/repos/library"
1513866122.565435 cmd_find_from_window: s=$0
1513866122.565449 cmd_find_from_window: wl=0 1 w=@0 ~/repos/library
1513866122.565463 cmd_find_from_window: wp=%0
1513866122.565477 cmd_find_from_window: idx=0
1513866122.565492 window_add_ref: @0 notify_add, now 2
1513866122.565506 session_add_ref: 0 notify_add, now 2
1513866122.565522 input_esc_dispatch: '\\', 
1513866122.565538 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.565552 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.565567 cmdq_next <global>: enter
1513866122.565586 cmdq_next <global>: callback[notify_callback] (1), flags 0
1513866122.565601 notify_callback: window-renamed
1513866122.565617 window_remove_ref: @0 notify_callback, now 1
1513866122.565632 session_remove_ref: 0 notify_callback, now 1
1513866122.565647 cmdq_next <global>: exit (empty)
1513866122.565661 cmdq_next <0x7ffe09011000>: empty
1513866122.565674 cmdq_next <global>: empty
1513866122.565688 cmdq_next <0x7ffe09011000>: empty
1513866122.565707 screen_write_start: size 238x1, no pane
1513866122.565744 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.565758 screen_write_stop: 238 cells (238 written, 0 skipped)
1513866122.566070 format '[#S] ' -> '[0] '
1513866122.566128 unref client 0x7ffe09011000 (2 references)
1513866122.566343 format ' "#{=21:pane_title}" 19:52 21-Dec-17' -> ' "shriyeshs-MacBook-Pro" 19:52 21-Dec-17'
1513866122.566398 unref client 0x7ffe09011000 (2 references)
1513866122.566605 format '#{window_flags}' -> '*'
1513866122.566621 format '#I:#W#{?window_flags,#{window_flags}, }' -> '0:~/repos/library*'
1513866122.566671 unref client 0x7ffe09011000 (2 references)
1513866122.566688 screen_write_start: size 19x1, no pane
1513866122.566703 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.566715 screen_write_stop: 19 cells (19 written, 0 skipped)
1513866122.566726 screen_write_start: size 238x1, no pane
1513866122.566744 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.566755 screen_write_stop: 63 cells (58 written, 5 skipped)
1513866122.568679 %0 has 74 bytes
1513866122.568707 @0 alerts timer reset 0
1513866122.568722 screen_write_start: size 238x50, pane %0
1513866122.568735 input_parse: %0 ground, 74 bytes: \033]7;file://shriyeshs-MacBook-Pro.local/Users/shriyeshpujari/repos/library\a
1513866122.568747 input_enter_osc
1513866122.568763 input_exit_osc: "7;file://shriyeshs-MacBook-Pro.local/Users/shriyeshpujari/repos/library"
1513866122.568774 input_exit_osc: unknown '7'
1513866122.568787 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.568799 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.568811 cmdq_next <global>: empty
1513866122.568822 cmdq_next <0x7ffe09011000>: empty
1513866122.603182 %0 has 109 bytes
1513866122.603212 @0 alerts timer reset 0
1513866122.603222 screen_write_start: size 238x50, pane %0
1513866122.603233 input_parse: %0 ground, 109 bytes: \r\033[0m\033[23m\033[24m\033[J\033[01;32m\342\236\234  \033[36mlibrary\033[00m \033[01;34mgit:(\033[31mlocal_work_library\033[34m) \033[33m\342\234\227\033[00m \033[K
1513866122.603241 input_c0_dispatch: '\r'
1513866122.603251 input_csi_dispatch: 'm' "" "0"
1513866122.603262 input_csi_dispatch: 'm' "" "23"
1513866122.603270 input_csi_dispatch: 'm' "" "24"
1513866122.603278 input_csi_dispatch: 'J' "" ""
1513866122.603289 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.603301 /dev/ttys000: \033[1;50r
1513866122.603310 tty_clear_area: 238,47 at 0,3
1513866122.603319 /dev/ttys000: \033[4;50r
1513866122.603327 /dev/ttys000: \033[47S
1513866122.603334 tty_clear_line: 238 at 0,2
1513866122.603342 /dev/ttys000: \033[3;1H
1513866122.603350 /dev/ttys000: \033[K
1513866122.603358 input_csi_dispatch: 'm' "" "01;32"
1513866122.603366 input_utf8_open 3
1513866122.603374 input_utf8_add
1513866122.603383 input_utf8_close 3 '\342\236\234' (width 1)
1513866122.603391 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.603402 /dev/ttys000: \033[32m
1513866122.603410 /dev/ttys000: \033[1m
1513866122.603417 /dev/ttys000: \342\236\234
1513866122.603426 screen_write_collect_end: 2    (at 1,2)
1513866122.603434 input_csi_dispatch: 'm' "" "36"
1513866122.603442 screen_write_collect_end: 7 library (at 3,2)
1513866122.603450 input_csi_dispatch: 'm' "" "00"
1513866122.603458 screen_write_collect_end: 1   (at 10,2)
1513866122.603466 input_csi_dispatch: 'm' "" "01;34"
1513866122.603474 screen_write_collect_end: 5 git:( (at 11,2)
1513866122.603482 input_csi_dispatch: 'm' "" "31"
1513866122.603490 screen_write_collect_end: 18 local_work_library (at 16,2)
1513866122.603501 input_csi_dispatch: 'm' "" "34"
1513866122.603510 screen_write_collect_end: 2 )  (at 34,2)
1513866122.603517 input_csi_dispatch: 'm' "" "33"
1513866122.603525 input_utf8_open 3
1513866122.603532 input_utf8_add
1513866122.603541 input_utf8_close 3 '\342\234\227' (width 1)
1513866122.603548 /dev/ttys000:   
1513866122.603557 /dev/ttys000: \033[36m
1513866122.603565 /dev/ttys000: library
1513866122.603573 /dev/ttys000: \033(B\033[m
1513866122.603580 /dev/ttys000:  
1513866122.603588 /dev/ttys000: \033[34m
1513866122.603595 /dev/ttys000: \033[1m
1513866122.603603 /dev/ttys000: git:(
1513866122.603611 /dev/ttys000: \033[31m
1513866122.603618 /dev/ttys000: local_work_library
1513866122.603627 /dev/ttys000: \033[34m
1513866122.603634 /dev/ttys000: ) 
1513866122.603642 screen_write_collect_flush: flushed 6 items (35 bytes)
1513866122.603651 /dev/ttys000: \033[33m
1513866122.603658 /dev/ttys000: \342\234\227
1513866122.603666 input_csi_dispatch: 'm' "" "00"
1513866122.603674 screen_write_collect_end: 1   (at 37,2)
1513866122.603682 input_csi_dispatch: 'K' "" ""
1513866122.603690 /dev/ttys000: \033(B\033[m
1513866122.603697 /dev/ttys000:  
1513866122.603705 screen_write_collect_flush: flushed 1 items (1 bytes)
1513866122.603713 tty_clear_line: 200 at 38,2
1513866122.603720 /dev/ttys000: \033[K
1513866122.603728 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.603735 screen_write_stop: 38 cells (38 written, 0 skipped)
1513866122.603744 cmdq_next <global>: empty
1513866122.603752 cmdq_next <0x7ffe09011000>: empty
1513866122.603761 /dev/ttys000: \033[1;51r
1513866122.603770 /dev/ttys000: \033[3;39H
1513866122.603793 %0 has 15 bytes
1513866122.603802 @0 alerts timer reset 0
1513866122.603811 screen_write_start: size 238x50, pane %0
1513866122.603819 input_parse: %0 ground, 15 bytes: \033[?1h\033=\033[?2004h
1513866122.603827 input_csi_dispatch: 'h' "?" "1"
1513866122.603835 input_esc_dispatch: '=', 
1513866122.603843 input_csi_dispatch: 'h' "?" "2004"
1513866122.603851 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866122.603859 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866122.603875 /dev/ttys000: wrote 137 bytes (of 137)
1513866122.603883 cmdq_next <global>: empty
1513866122.603891 cmdq_next <0x7ffe09011000>: empty
1513866122.603900 /dev/ttys000: \033[?2004h
1513866122.603920 /dev/ttys000: wrote 8 bytes (of 8)
1513866122.603928 cmdq_next <global>: empty
1513866122.603935 cmdq_next <0x7ffe09011000>: empty
1513866123.475476 /dev/ttys000: read 1 bytes (already 0)
1513866123.475526 /dev/ttys000: keys are 1 (\r)
1513866123.475542 /dev/ttys000: next key is 1 (\r) (expired=0)
1513866123.475558 /dev/ttys000: complete key \r 0xd
1513866123.475576 session 0 activity 1513866123.475573 (last 1513866122.563634)
1513866123.475592 cmd_find_from_session: s=$0
1513866123.475607 cmd_find_from_session: wl=0 1 w=@0 ~/repos/library
1513866123.475621 cmd_find_from_session: wp=%0
1513866123.475634 cmd_find_from_session: idx=none
1513866123.475648 session 0 not pasting
1513866123.475664 key table root (pane %0)
1513866123.475678 not found in key table root
1513866123.475694 writing key 0xd (Enter) to %0
1513866123.475713 cmdq_next <global>: empty
1513866123.475728 cmdq_next <0x7ffe09011000>: empty
1513866123.475775 cmdq_next <global>: empty
1513866123.475793 cmdq_next <0x7ffe09011000>: empty
1513866123.475990 %0 has 7 bytes
1513866123.476029 @0 alerts timer reset 0
1513866123.476048 screen_write_start: size 238x50, pane %0
1513866123.476065 input_parse: %0 ground, 7 bytes: \033[?1l\033>
1513866123.476094 input_csi_dispatch: 'l' "?" "1"
1513866123.476115 input_esc_dispatch: '>', 
1513866123.476131 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.476146 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866123.476162 cmdq_next <global>: empty
1513866123.476177 cmdq_next <0x7ffe09011000>: empty
1513866123.476220 %0 has 11 bytes
1513866123.476238 @0 alerts timer reset 0
1513866123.476254 screen_write_start: size 238x50, pane %0
1513866123.476269 input_parse: %0 ground, 11 bytes: \033[?2004l\r\r\n
1513866123.476291 input_csi_dispatch: 'l' "?" "2004"
1513866123.476309 input_c0_dispatch: '\r'
1513866123.476323 input_c0_dispatch: '\r'
1513866123.476337 input_c0_dispatch: '\n'
1513866123.476355 screen_write_linefeed: at 0,2 (region 0-49)
1513866123.476374 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.476395 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866123.476412 cmdq_next <global>: empty
1513866123.476427 cmdq_next <0x7ffe09011000>: empty
1513866123.476446 /dev/ttys000: \r
1513866123.476460 /dev/ttys000: \n
1513866123.476475 /dev/ttys000: \033[?2004l
1513866123.476521 /dev/ttys000: wrote 10 bytes (of 10)
1513866123.476549 cmdq_next <global>: empty
1513866123.476565 cmdq_next <0x7ffe09011000>: empty
1513866123.476742 %0 has 262 bytes
1513866123.476776 @0 alerts timer reset 0
1513866123.476795 screen_write_start: size 238x50, pane %0
1513866123.476816 input_parse: %0 ground, 262 bytes: \033[1m\033[3m%\033[23m\033[1m\033[0m                                                                                                                                                                                                                                             \r \r
1513866123.476834 input_csi_dispatch: 'm' "" "1"
1513866123.476851 input_csi_dispatch: 'm' "" "3"
1513866123.476868 screen_write_collect_end: 1 % (at 0,3)
1513866123.476884 input_csi_dispatch: 'm' "" "23"
1513866123.476900 input_csi_dispatch: 'm' "" "1"
1513866123.476914 input_csi_dispatch: 'm' "" "0"
1513866123.476940 screen_write_collect_end: 237                                                                                                                                                                                                                                               (at 1,3)
1513866123.476958 input_c0_dispatch: '\r'
1513866123.476973 screen_write_collect_end: 1   (at 0,3)
1513866123.476987 input_c0_dispatch: '\r'
1513866123.477003 /dev/ttys000: \033[1m
1513866123.477018 /dev/ttys000: \033[7m
1513866123.477031 /dev/ttys000: %
1513866123.477046 /dev/ttys000: \033(B\033[m
1513866123.477069 /dev/ttys000:                                                                                                                                                                                                                                              
1513866123.477088 /dev/ttys000: \033[4;1H
1513866123.477102 /dev/ttys000:  
1513866123.477117 screen_write_collect_flush: flushed 3 items (239 bytes)
1513866123.477131 screen_write_stop: 239 cells (239 written, 0 skipped)
1513866123.477147 cmdq_next <global>: empty
1513866123.477162 cmdq_next <0x7ffe09011000>: empty
1513866123.477178 /dev/ttys000: \r
1513866123.477222 /dev/ttys000: wrote 260 bytes (of 260)
1513866123.477248 %0 has 19 bytes
1513866123.477264 @0 alerts timer reset 0
1513866123.477280 screen_write_start: size 238x50, pane %0
1513866123.477296 input_parse: %0 ground, 19 bytes: \033k~/repos/library\033\\
1513866123.477310 input_enter_rename
1513866123.477326 input_exit_rename: "~/repos/library"
1513866123.477344 cmd_find_from_window: s=$0
1513866123.477359 cmd_find_from_window: wl=0 1 w=@0 ~/repos/library
1513866123.477373 cmd_find_from_window: wp=%0
1513866123.477386 cmd_find_from_window: idx=0
1513866123.477401 window_add_ref: @0 notify_add, now 2
1513866123.477415 session_add_ref: 0 notify_add, now 2
1513866123.477432 input_esc_dispatch: '\\', 
1513866123.477447 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.477462 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866123.477477 cmdq_next <global>: enter
1513866123.477492 cmdq_next <global>: callback[notify_callback] (1), flags 0
1513866123.477506 notify_callback: window-renamed
1513866123.477523 window_remove_ref: @0 notify_callback, now 1
1513866123.477537 session_remove_ref: 0 notify_callback, now 1
1513866123.477552 cmdq_next <global>: exit (empty)
1513866123.477566 cmdq_next <0x7ffe09011000>: empty
1513866123.477580 cmdq_next <global>: empty
1513866123.477594 cmdq_next <0x7ffe09011000>: empty
1513866123.477618 screen_write_start: size 238x1, no pane
1513866123.477663 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.477679 screen_write_stop: 238 cells (238 written, 0 skipped)
1513866123.478011 format '[#S] ' -> '[0] '
1513866123.478070 unref client 0x7ffe09011000 (2 references)
1513866123.478286 format ' "#{=21:pane_title}" 19:52 21-Dec-17' -> ' "shriyeshs-MacBook-Pro" 19:52 21-Dec-17'
1513866123.478341 unref client 0x7ffe09011000 (2 references)
1513866123.478549 format '#{window_flags}' -> '*'
1513866123.478566 format '#I:#W#{?window_flags,#{window_flags}, }' -> '0:~/repos/library*'
1513866123.478617 unref client 0x7ffe09011000 (2 references)
1513866123.478633 screen_write_start: size 19x1, no pane
1513866123.478649 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.478660 screen_write_stop: 19 cells (19 written, 0 skipped)
1513866123.478672 screen_write_start: size 238x1, no pane
1513866123.478690 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.478701 screen_write_stop: 63 cells (58 written, 5 skipped)
1513866123.480650 %0 has 74 bytes
1513866123.480678 @0 alerts timer reset 0
1513866123.480693 screen_write_start: size 238x50, pane %0
1513866123.480706 input_parse: %0 ground, 74 bytes: \033]7;file://shriyeshs-MacBook-Pro.local/Users/shriyeshpujari/repos/library\a
1513866123.480718 input_enter_osc
1513866123.480735 input_exit_osc: "7;file://shriyeshs-MacBook-Pro.local/Users/shriyeshpujari/repos/library"
1513866123.480746 input_exit_osc: unknown '7'
1513866123.480759 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.480770 screen_write_stop: 0 cells (0 written, 0 skipped)
1513866123.480782 cmdq_next <global>: empty
1513866123.480794 cmdq_next <0x7ffe09011000>: empty
1513866123.515503 %0 has 109 bytes
1513866123.515529 @0 alerts timer reset 0
1513866123.515539 screen_write_start: size 238x50, pane %0
1513866123.515550 input_parse: %0 ground, 109 bytes: \r\033[0m\033[23m\033[24m\033[J\033[01;32m\342\236\234  \033[36mlibrary\033[00m \033[01;34mgit:(\033[31mlocal_work_library\033[34m) \033[33m\342\234\227\033[00m \033[K
1513866123.515558 input_c0_dispatch: '\r'
1513866123.515567 input_csi_dispatch: 'm' "" "0"
1513866123.515577 input_csi_dispatch: 'm' "" "23"
1513866123.515585 input_csi_dispatch: 'm' "" "24"
1513866123.515593 input_csi_dispatch: 'J' "" ""
1513866123.515603 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.515615 /dev/ttys000: \033[1;50r
1513866123.515624 tty_clear_area: 238,46 at 0,4
1513866123.515632 /dev/ttys000: \033[5;50r
1513866123.515639 /dev/ttys000: \033[46S
1513866123.515647 tty_clear_line: 238 at 0,3
1513866123.515654 /dev/ttys000: \033[4;1H
1513866123.515661 /dev/ttys000: \033[K
1513866123.515670 input_csi_dispatch: 'm' "" "01;32"
1513866123.515678 input_utf8_open 3
1513866123.515685 input_utf8_add
1513866123.515694 input_utf8_close 3 '\342\236\234' (width 1)
1513866123.515702 screen_write_collect_flush: flushed 0 items (0 bytes)
1513866123.515713 /dev/ttys000: \033[32m
1513866123.515720 /dev/ttys000: \033[1m
1513866123.515727 /dev/ttys000: \342\236\234
1513866123.515736 screen_write_collect_end: 2    (at 1,3)
1513866123.515744 input_csi_dispatch: 'm' "" "36"
1513866123.515752 screen_write_collect_end: 7 library (at 3,3)
1513866123.515759 input_csi_dispatch: 'm' "" "00"
1513866123.515767 screen_write_collect_end: 1   (at 10,3)
1513866123.515775 input_csi_dispatch: 'm' "" "01;34"
1513866123.515783 screen_write_collect_end: 5 git:( (at 11,3)
1513866123.515791 input_csi_dispatch: 'm' "" "31"
1513866123.515799 screen_write_collect_end: 18 local_work_library (at 16,3)
1513866123.515806 input_csi_dispatch: 'm' "" "34"
1513866123.515814 screen_write_collect_end: 2 )  (at 34,3)
1513866123.515822 input_csi_dispatch: 'm' "" "33"
1513866123.515829 input_utf8_open 3
1513866123.515836 input_utf8_add
1513866123.515844 input_utf8_close 3 '\342\234\227' (width 1)
1513866123.515851 /dev/ttys000:   
1513866123.515860 /dev/ttys000: \033[36m
1513866123.515867 /dev/ttys000: library
